applications.postAddress;applications.inn;responsibleOrg.long;responsibleOrg.lat;address.OSM
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420021; Субъект РФ: Татарстан; Город: Казань; Улица: Парижской Коммуны; Дом: 25/39; ";1655180620;49,060708;55,807461;дом 25/39,Парижской Коммуны улица,Казань,Россия
420012, г.Казань, а/я 40;1655230511;49,060708;55,807461;А/Я 40, Д. А/Я 40, КАЗАНЬ, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420095; Субъект РФ: Татарстан; Город: Казань; Улица: Восстания; Дом: 104; Офис: 36; ";1658184091;49,060708;55,807461;дом 104,Восстания улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 97401000000; Почтовый индекс: 428022; Субъект РФ: Чувашская Республика -; Город: Чебоксары; Улица: Соляное; Дом: 5; ";2130013942;47,31113099;56,1405887;дом 5,Соляное улица,Чебоксары,Россия
"Страна: Российская Федерация; ОКАТО: 94401000000; Почтовый индекс: 426006; Субъект РФ: Удмуртская; Город: Ижевск; Улица: 14-ая; Дом: 56 А; Офис: 41; ";1832114869;49,060708;55,807461;дом 56 А,14-ая улица,Ижевск,Россия
"Страна: Российская Федерация; ОКАТО: 42401000000; Почтовый индекс: 398032; Субъект РФ: Липецкая; Город: Липецк; Улица: Циолковского; Дом: дом 12 корпус 2; Офис: 40; ";4,82416E+11;49,060708;55,807461;дом м 12 корпус 2,Циолковского улица,Липецк,Россия
"Страна: Российская Федерация; ОКАТО: 92401370000; Почтовый индекс: 420034; Субъект РФ: Республика Татарстан; Город: Казань; Улица: Сулеймановой; Дом: 3; Офис: 112; ";1616015422;49,060708;55,807461;дом 3,Сулеймановой улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420029; Субъект РФ: Татарстан; Город: Казань; Улица: Академика Арбузова; Дом: 6А; Офис: 26; ";1655079973;49,060708;55,807461;дом 6А,Академика Арбузова улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401370000; Почтовый индекс: 420032; Субъект РФ: Татарстан; Город: Казань; Улица: Шоссейная; Дом: 1; Офис: 58; ";1656079447;49,1451157;55,8790522;дом 1,Шоссейная улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 88401000000; Почтовый индекс: 424020; Субъект РФ: Республика Марий Эл; Город: Йошкар-Ола; Улица: Свердлова; Дом: дом 46; ";1215079362;49,060708;55,807461;дом м 46,Свердлова улица,Йошкар-Ола,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420029; Субъект РФ: Татарстан; Город: Казань; Улица: Журналистов; Дом: 2а; Офис: оф. 310;";1657068293;49,060708;55,807461;дом 2а,Журналистов улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420029; Субъект РФ: Татарстан; Город: Казань; Улица: Журналистов; Дом: 2а; Офис: оф. 310; ";1657068279;49,060708;55,807461;дом 2а,Журналистов улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92415000000; Почтовый индекс: 423630; Субъект РФ: Татарстан; Город: Елабуга; Улица: Казанская; Дом: 104; ";1646013662;49,060708;55,807461;дом 104,Казанская улица,Елабуга,Россия
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420111; Субъект РФ: Татарстан; Город: Казань; Улица: Кремлевская; Дом: 15/25; ";1655138315;49,060708;55,807461;дом 15/25,Кремлевская улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 24401000000; Почтовый индекс: 153023; Субъект РФ: Ивановская; Город: Иваново; Улица: Революционная; Дом: 8; Офис: 15; ";3,731E+11;40,9254992;57,0294617;дом 8,Революционная улица,Иваново,Россия
"Страна: Российская Федерация; ОКАТО: 20401000000; Почтовый индекс: 394026; Субъект РФ: Воронежская область; Город: Воронеж; Улица: Пр-кт Труда; Дом: дом 48, литера А; Офис: 55; ";3662242060;49,060708;55,807461;дом м 48, литера А,Пр-кт Труда улица,Воронеж,Россия
"Страна: Российская Федерация; ОКАТО: 92401380000; Почтовый индекс: 420049; Субъект РФ: Республика Татарстан; Город: Казань; Улица: Ипподромная; Дом: 13/99; Офис: 24; ";1659176054;49,060708;55,807461;дом 13/99,Ипподромная улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420087; Субъект РФ: Татарстан; Город: Казань; Улица: Родины; Дом: 8а; Офис: помещение 2,3,4; ";1655063370;49,060708;55,807461;дом 8а,Родины улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420111; Субъект РФ: Татарстан; Город: Казань; Улица: Миславского; Дом: 9; ";1655136283;49,060708;55,807461;дом 9,Миславского улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 36401378000; Почтовый индекс: 446115; Субъект РФ: Самарская; Город: Чапаевск; Улица: Железнодорожная; Дом: дом 113; Офис: кв. 112; ";6319185117;49,060708;55,807461;дом м 113,Железнодорожная улица,Чапаевск,Россия
125464, г.Москва, Пятницкое шоссе, дом 18;7733830566;37,3877193;55,8362964;ПЯТНИЦКОЕ ШОССЕ, Д. 18, МОСКВА, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 40298566000; Почтовый индекс: 191040; Субъект РФ: Санкт-Петербург; Улица: Лиговский; Дом: 85 пом.1Н, лит.Б; ";7840307015;49,060708;55,807461;"дом 85 пом.1Н, лит.Б,Лиговский улица,Страна: Российская Федерация; ОКАТО: 40298566000; Почтовый индекс: 191040; Субъект РФ: Санкт-Петербург; Улица: Лиговский; Дом: 85 пом.1Н, лит.Б; ,Россия"
"Страна: Российская Федерация; ОКАТО: 73401384000; Почтовый индекс: 432000; Субъект РФ: Ульяновская область; Город: Ульяновск; Улица: Гончарова; Дом: 32а; Офис: 406; ";7325142138;49,060708;55,807461;дом 32а,Гончарова улица,Ульяновск,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420111; Субъект РФ: Татарстан; Город: Казань; Улица: Университетская; Дом: 22; Офис: 201; ";1657053089;49,060708;55,807461;дом 22,Университетская улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420111; Субъект РФ: Татарстан; Город: Казань; Улица: Университетская; Дом: 22; Офис: 201; ";1655336518;49,060708;55,807461;дом 22,Университетская улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92435000000; Почтовый индекс: 423570; Субъект РФ: Республика Татарстан; Город: г.Нижнекамск; Улица: Юности; Дом: 3А; Офис: 17; ";1651054400;49,060708;55,807461;дом 3А,Юности улица,г.Нижнекамск,Россия
"Страна: Российская Федерация; ОКАТО: 92435000000; Почтовый индекс: 423570; Субъект РФ: Татарстан; Город: Нижнекамский р-н, Нижнекамск; Улица: Менделеева; Дом: 32Б; Офис: 5; ";1651069082;49,060708;55,807461;дом 32Б,Менделеева улица,Нижнекамский р-н, Нижнекамск,Россия
423820, РТ,  г. Набережные Челны, ул. Магистральная, д.16, а/я 26;1650067702;49,060708;55,807461;МАГИСТРАЛЬНАЯ УЛИЦА, Д.16, Д. А/Я 26, НАБЕРЕЖНЫЕ ЧЕЛНЫ, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 92401370000; Почтовый индекс: 420030; Субъект РФ: Татарстан; Город: Казань; Улица: Архангельская; Дом: 16; Офис: 2; ";1656098520;49,060708;55,807461;дом 16,Архангельская улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420025; Субъект РФ: Татарстан; Город: Казань; Населенный пункт: Малые Клыки; Дом: 3; ";1660166607;49,060708;55,807461;"дом 3,Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420025; Субъект РФ: Татарстан; Город: Казань; Населенный пункт: Малые Клыки; Дом: 3; улица,Казань,Россия"
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420097; Субъект РФ: Татарстан; Город: Казань; Улица: Масгута Латыпова; Дом: 34; ";1655098694;49,060708;55,807461;дом 34,Масгута Латыпова улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 05401367000; Почтовый индекс: 690063; Субъект РФ: Приморский; Город: Владивосток; Улица: Зои Космодемьянской; Дом: 7; ";2,53718E+11;49,060708;55,807461;дом 7,Зои Космодемьянской улица,Владивосток,Россия
"Страна: Российская Федерация; ОКАТО: 92701000; Почтовый индекс: 420126; Субъект РФ: РЕСПУБЛИКА ТАТАРСТАН; Город: ГОРОД КАЗАНЬ; Улица: ПРОСПЕКТ ЯМАШЕВА; Дом: ДОМ 88; Офис: ПОМЕЩЕНИЕ 2; ";1657241558;49,060708;55,807461;дом 88,ПРОСПЕКТ ЯМАШЕВА улица,ГОРОД КАЗАНЬ,Россия
"Страна: Российская Федерация; ОКАТО: 57401380000; Почтовый индекс: 614064; Субъект РФ: Пермский; Город: Пермь; Улица: Усольская; Дом: 15; Офис: 200; ";5904118750;56,2627607;57,9768612;дом 15,Усольская улица,Пермь,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420033; Субъект РФ: Татарстан; Город: Казань; Улица: Лазарева; Дом: 5а; Офис: пом.1; ";1658190514;49,060708;55,807461;дом 5а,Лазарева улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420081; Субъект РФ: Татарстан; Город: Казань; Улица: Шуртыгина; Дом: 3; Офис: 5-2; ";1660096036;49,060708;55,807461;дом 3,Шуртыгина улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420073; Субъект РФ: Татарстан; Город: Казань; Улица: Гвардейская; Дом: 14; ";1660028565;49,1716256;55,7927926;дом 14,Гвардейская улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420073; Субъект РФ: Татарстан; Город: Казань; Улица: Гвардейская; Дом: 14; ";1660076174;49,1716256;55,7927926;дом 14,Гвардейская улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420043; Субъект РФ: Татарстан; Город: Казань; Улица: ул Калинина; Дом: 60; Офис: 120; ";1,65919E+11;49,060708;55,807461;дом 60,ул Калинина улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 17401000000; Почтовый индекс: 600901; Субъект РФ: Владимирская; Город: Владимир; Населенный пункт: микрорайон Юрьевец; Улица: .; Дом: .; ";3327100048;40,5014416;55,9987282;дом .,. улица,Владимир,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420089; Субъект РФ: Татарстан; Город: Казань; Улица: Сибирский; Дом: 34; ";1660217918;49,060708;55,807461;дом 34,Сибирский улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420088; Субъект РФ: Татарстан; Город: Казань; Улица: Халитова; Дом: 2; Офис: 303А; ";1660296652;49,060708;55,807461;дом 2,Халитова улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 88401000000; Почтовый индекс: 424000; Субъект РФ: Республика Марий Эл; Город: Йошкар-Ола; Улица: Карла Маркса ; Дом: 99; Офис: 3; ";1215215826;49,060708;55,807461;дом 99,Карла Маркса улица,Йошкар-Ола,Россия
"Страна: Российская Федерация; ОКАТО: 92425000000; Почтовый индекс: 423250; Субъект РФ: Татарстан; Город: Лениногорский р-н, Лениногорск; Улица: Чайковского; Дом: 51; ";1649021076;49,060708;55,807461;дом 51,Чайковского улица,Лениногорский р-н, Лениногорск,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420137; Субъект РФ: Татарстан; Город: Казань; Улица: Гаврилова; Дом: 42; ";1657135888;49,060708;55,807461;дом 42,Гаврилова улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92415000000; Почтовый индекс: 423600; Субъект РФ: Татарстан; Город: Елабуга; Улица: Мира; Дом: 12а; ";1646012700;49,060708;55,807461;дом 12а,Мира улица,Елабуга,Россия
420111, РТ, г. Казань, ул. Чернышевского, д.17/38;1655371382;49,060708;55,807461;ЧЕРНЫШЕВСКОГО УЛИЦА, Д. 17/38, КАЗАНЬ, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420081; Субъект РФ: Татарстан; Город: Казань, ул. Седова, д.16";7703030058;49,060708;55,807461;"дом Страна: Российская Ферация; ОКАТО: 92401367000; Почтовый инкс: 420081; Субъект РФ: Татарстан; Горо Казань, ул. Сева, 16,Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420081; Субъект РФ: Татарстан; Город: Казань, ул. Седова, д.16 улица,Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420081; Субъект РФ: Татарстан; Город: Казань, ул. Седова, д.16,Россия"
"Страна: Российская Федерация; ОКАТО: 92401380000; Почтовый индекс: 420054; Субъект РФ: Татарстан; Город: Казань; Улица: Владимира Кулагина; Дом: д1; ";1655287726;49,060708;55,807461;дом ,Владимира Кулагина улица,Казань,Россия
420111, г.Казань, ул.Московская, 17;1655283217;49,1106309;55,7866635;МОСКОВСКАЯ УЛИЦА, Д. 17, КАЗАНЬ, РОССИЯ
"Почтовый индекс: 150040; Субъект РФ: Ярославская; Город: Ярославль; Улица: Володарского; Дом: 101; Офис: 301;";7604244690;49,060708;55,807461;дом 101,Володарского улица,Ярославль,Россия
"Страна: Российская Федерация; ОКАТО: 92401379000; Почтовый индекс: 420044; Субъект РФ: Татарстан; Город: Казань; Улица: Восстания; Дом: 18""Б""; Офис: кв. 3Н; ";1648026258;49,060708;55,807461;"дом 18""Б"",Восстания улица,Казань,Россия"
"Страна: Российская Федерация; ОКАТО: 46434000000; Почтовый индекс: 141090; Субъект РФ: Московская обл.; Город: г. Королев; Населенный пункт: мкр. Юбилейный; Улица: ул. Маяковского; Дом: 7/9; Офис: 23; ";5018190136;49,060708;55,807461;дом 7/9,ул. Маяковского улица,г. Королев,Россия
"Страна: Российская Федерация; ОКАТО: 92401380000; Почтовый индекс: 420101; Субъект РФ: Татарстан; Город: Казань; Улица: Профессора Камая; Дом: 2 Б; Офис: пом.1; ";1659148755;49,060708;55,807461;дом 2 Б,Профессора Камая улица,Казань,Россия
170100, Тверская область, город Тверь, улица Крылова, дом 8;6913008787;49,060708;55,807461;ТВЕРСКАЯ ОБЛАСТЬ, ГОРОД ТВЕРЬ, КРЫЛОВА УЛИЦА, Д. 8, 170100, ТВЕРСКАЯ ОБЛАСТЬ, ГОРОД ТВЕРЬ, УЛИЦА КРЫЛОВА, ДОМ 8, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 28450000000; Почтовый индекс: 172003; Субъект РФ: Тверская область; Город: Торжок; Улица: Ленинградское шоссе; Дом: 34; ";6915000938;49,060708;55,807461;дом 34,Ленинградское шоссе улица,Торжок,Россия
"Страна: Российская Федерация; ОКАТО: 75442000000; Почтовый индекс: 456304; Субъект РФ: Челябинская; Город: Миасс; Улица: Динамовское; Дом: 7; Офис: 401; ";7415071763;49,060708;55,807461;дом 7,Динамовское улица,Миасс,Россия
"Страна: Российская Федерация; ОКАТО: 75442000000; Почтовый индекс: 456313; Субъект РФ: Челябинская; Город: Миасс; Улица: Тургоякское; Дом: 20а; ";7415007743;49,060708;55,807461;дом 20а,Тургоякское улица,Миасс,Россия
"Страна: Российская Федерация; ОКАТО: 94401000000; Почтовый индекс: 426039; Субъект РФ: Удмуртская; Город: Ижевск; Улица: Воткинское; Дом: 178; ";1834100340;53,246265;56,888812;дом 178,Воткинское улица,Ижевск,Россия
420107,г.Казань, ул.Спартаковская 2, корп.3, оф.255.;1660241117;49,060708;55,807461;СПАРТАКОВСКАЯ 2 УЛИЦА, КОРП.3, Д. ОФ.255., КАЗАНЬ, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 92401380000; Почтовый индекс: 420054; Субъект РФ: Татарстан; Город: Казань; Улица: Техническая; Дом: 120; ";1659132642;49,060708;55,807461;дом 120,Техническая улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420021; Субъект РФ: Татарстан; Город: Казань; Улица: Парижской Коммуны; Дом: 20/37; Офис: Офис 24; ";1657003553;49,060708;55,807461;дом 20/37,Парижской Коммуны улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 63401000000; Почтовый индекс: 410012; Субъект РФ: Саратовская; Город: Саратов; Улица: Вавилова; Дом: 38/114; Офис: 1019; ";6449036331;49,060708;55,807461;дом 38/114,Вавилова улица,Саратов,Россия
"Страна: Российская Федерация; ОКАТО: 63401386000; Почтовый индекс: 410012; Субъект РФ: Саратовская; Город: Саратов; Улица: Вавилова; Дом: 38/114; Офис: 428; ";6455053039;49,060708;55,807461;дом 38/114,Вавилова улица,Саратов,Россия
"Страна: Российская Федерация; ОКАТО: 40298564000; Почтовый индекс: 191014; Субъект РФ: Санкт-Петербург; Улица: Лиговский проспект; Дом: 13-15; ";7810204213;49,060708;55,807461;"дом 13-15,Лиговский проспект улица,Страна: Российская Федерация; ОКАТО: 40298564000; Почтовый индекс: 191014; Субъект РФ: Санкт-Петербург; Улица: Лиговский проспект; Дом: 13-15; ,Россия"
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420111; Субъект РФ: Татарстан; Город: Казань; Улица: Тази Гиззата; Дом: 6/31; Офис: пом. 20; ";1655293769;49,060708;55,807461;дом 6/31,Тази Гиззата улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92415000000; Почтовый индекс: 423600; Субъект РФ: Татарстан; Город: Елабужский р-н, Елабуга; Улица: Чапаева; Дом: 54; ";1646025756;49,060708;55,807461;дом 54,Чапаева улица,Елабужский р-н, Елабуга,Россия
"Страна: Российская Федерация; ОКАТО: 92401380000; Почтовый индекс: 420044; Субъект РФ: Республика Татарстан; Город: Казань;  Улица: Восстания; Дом: 18 б; Офис: 108.";1659076797;49,060708;55,807461;дом 18 б,Восстания улица,Казань,Россия
423600, РТ, г.Елабуга, ул. Чапаева, д.54;1646039075;49,060708;55,807461;ЧАПАЕВА УЛИЦА, Д. 54, ЕЛАБУГА, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420126; Субъект РФ: Татарстан; Город: Казань; Улица: Четаева; Дом: 17; ";1657136850;49,060708;55,807461;дом 17,Четаева улица,Казань,Россия
420103, РТ, г. Казань, ул. Мусина, 61Г, офис 308;1655387135;49,060708;55,807461;МУСИНА УЛИЦА, Д. 61Г, КАЗАНЬ, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 94401000000; Почтовый индекс: 426000; Субъект РФ: Удмуртская; Город: Ижевск; Улица: Удмуртская; Дом: 304; Офис: 404; ";1840058368;53,2234234;56,8735992;дом 304,Удмуртская улица,Ижевск,Россия
"Страна: Российская Федерация; ОКАТО: 92430000000; Почтовый индекс: 423822; Субъект РФ: Татарстан; Город: Набережные Челны; Улица: Чулман; Дом: 18; Офис: 230; ";1650281671;49,060708;55,807461;дом 18,Чулман улица,Набережные Челны,Россия
"Страна: Российская Федерация; ОКАТО: 92435000000; Почтовый индекс: 423570; Субъект РФ: Татарстан; Город: Нижнекамский р-н, Нижнекамск; Улица: Первопроходцев; Дом: 25; ";1651064278;49,060708;55,807461;дом 25,Первопроходцев улица,Нижнекамский р-н, Нижнекамск,Россия
420029 г.Казань, ул.Сибирский тракт, д.34, корпус 4, оф.369;1658048839;49,060708;55,807461;СИБИРСКИЙ ТРАКТ УЛИЦА, Д.34, КОРПУС 4, Д. ОФ.369, КАЗАНЬ, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 32401362000; Почтовый индекс: 650070; Субъект РФ: Кемеровская область; Город: Кемерово; Улица: Тухачевского; Дом: 31г; Офис: 6; ";4205261498;49,060708;55,807461;дом 31г,Тухачевского улица,Кемерово,Россия
"Страна: Российская Федерация; ОКАТО: 92222840000; Почтовый индекс: 422700; Субъект РФ: Татарстан; Город: Высокогорский р-н, -; Населенный пункт: Высокая Гора; Улица: Б.Красная; Дом: 178 б; ";1616011386;49,060708;55,807461;дом 178 б,Б.Красная улица,Высокогорский р-н, -,Россия
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420012; Субъект РФ: Татарстан; Город: Казань; Улица: Бутлерова; Дом: 45; Офис: 68; ";1655298679;49,060708;55,807461;дом 45,Бутлерова улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401377000; Почтовый индекс: 420039; Субъект РФ: Татарстан; Город: Казань; Улица: Коломенская; Дом: д.12; ";1658069420;49,0650754;55,8405856;дом 12,Коломенская улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420101; Субъект РФ: Татарстан; Город: Казань; Улица: Карбышева; Дом: 47/1; Офис: 64; ";1,659E+11;49,060708;55,807461;дом 47/1,Карбышева улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401379000; Почтовый индекс: 420133; Субъект РФ: Татарстан; Город: Казань; Улица: Ямашева; Дом: 110; Офис: 54; ";1,65703E+11;49,0968837;55,8283842;дом 110,Ямашева улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401380000; Почтовый индекс: 420054; Субъект РФ: Татарстан; Город: Казань; Улица: Турбинная; Дом: 3; Офис: пом. 9; ";1659163665;49,108729;55,7486584;дом 3,Турбинная улица,Казань,Россия
420034, г.Казань, ул.С.Юнг, д.1, офис 8;1659186341;49,060708;55,807461;С.ЮНГ УЛИЦА, Д. 1, КАЗАНЬ, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420075; Субъект РФ: Татарстан; Город: Казань; Улица: Липатова; Дом: 9а; ";1660045835;49,060708;55,807461;дом 9а,Липатова улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401000000; Почтовый индекс: 420097; Субъект РФ: Татарстан; Город: Казань; Улица: Масгута Латыпова; Дом: 34; ";1655080827;49,060708;55,807461;дом 34,Масгута Латыпова улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 22401365000; Почтовый индекс: 603028; Субъект РФ: Нижегородская область; Город: Нижний Новгород; Улица: Московское Шоссе; Дом: 86А; ";5262040200;49,060708;55,807461;дом 86А,Московское Шоссе улица,Нижний Новгород,Россия
"Страна: Российская Федерация; ОКАТО: ; Почтовый индекс: ; Субъект РФ: ; Город: ; Населенный пункт: ; Улица: ; Дом: ; Офис:";5013038508;52,6047626;56,67101385;дом , улица,,Россия
"Страна: Российская Федерация; ОКАТО: ; Почтовый индекс: ; Субъект РФ: ; Город: ; Населенный пункт: ; Улица: ; Дом: ; Офис:";1653021456;52,6047626;56,67101385;дом , улица,,Россия
"Страна: Российская Федерация; ОКАТО: ; Почтовый индекс: ; Субъект РФ: ; Город: ; Населенный пункт: ; Улица: ; Дом: ; Офис:";1655016934;52,6047626;56,67101385;дом , улица,,Россия
"Страна: Российская Федерация; ОКАТО: ; Почтовый индекс: ; Субъект РФ: ; Город: ; Населенный пункт: ; Улица: ; Дом: ; Офис:";1655031731;52,6047626;56,67101385;дом , улица,,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420073; Субъект РФ: Татарстан; Город: Казань; Улица: Гвардейская; Дом: 33; Офис: 31; ";1660256314;49,060708;55,807461;дом 33,Гвардейская улица,Казань,Россия
603158,г.Нижний Новггород, ул. Зайцева, д.31.;5257036230;49,060708;55,807461;ЗАЙЦЕВА УЛИЦА, Д. 31., НИЖНИЙ НОВГГОРОД, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420111; Субъект РФ: Татарстан; Город: Казань; Улица: Зои Космодемьянской; Дом: 15; ";1655078747;49,060708;55,807461;дом 15,Зои Космодемьянской улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401367000; Почтовый индекс: 420043; Субъект РФ: Татарстан; Город: Казань; Улица: Вишневского; Дом: 26; Офис: 18; ";1655379399;49,060708;55,807461;дом 26,Вишневского улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401379000; Почтовый индекс: 420124; Субъект РФ: Республика Татарстан; Город: Казань г.; Улица: Меридианная ул.; Дом: дом 4; Офис: офис 11; ";1657233941;49,060708;55,807461;дом м 4,Меридианная ул. улица,Казань г.,Россия
"Страна: Российская Федерация; ОКАТО: 92420000000; Почтовый индекс: 422540; Субъект РФ: Татарстан; Город: Зеленодольский р-н, Зеленодольск; Улица: Королева; Дом: 9; Офис: 103; ";1648034019;49,060708;55,807461;дом 9,Королева улица,Зеленодольский р-н, Зеленодольск,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420100; Субъект РФ: Татарстан; Город: Казань; Улица: Галии Кайбицкой; Дом: 12; Офис: 85; ";1,624E+11;49,060708;55,807461;дом 12,Галии Кайбицкой улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92430000000; Почтовый индекс: 423821; Субъект РФ: Татарстан; Город: Набережные Челны; Улица: Сююмбике; Дом: 68; Офис: 406; ";1650300814;49,060708;55,807461;дом 68,Сююмбике улица,Набережные Челны,Россия
"Страна: Российская Федерация; ОКАТО: 92401385000; Почтовый индекс: 420100; Субъект РФ: Татарстан; Город: Казань; Улица: Закиева; Дом: 41 (а); ";1660048353;49,060708;55,807461;дом 41 (а),Закиева улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401379000; Почтовый индекс: 420124; Субъект РФ: Татарстан; Город: Казань; Улица: Меридианная; Дом: 10; Офис: 34; ";1657204010;49,1157718;55,8214843;дом 10,Меридианная улица,Казань,Россия
"Страна: Российская Федерация; ОКАТО: 92401379000; Почтовый индекс: 420124; Субъект РФ: Татарстан; Город: Казань; Улица: Меридианная; Дом: 10; Офис: 34; ";1657241766;49,1157718;55,8214843;дом 10,Меридианная улица,Казань,Россия
153034, г. Иваново, ул. Коммунальная д. 30/108;3702180399;49,060708;55,807461;УЛ. КОММУНАЛЬНАЯ Д. 30/108, Д. УЛ. КОММУНАЛЬНАЯ 30/108, ИВАНОВО, РОССИЯ
"Страна: Российская Федерация; ОКАТО: 45280561000; Почтовый индекс: 127254; Субъект РФ: Москва; Город: Москва; Улица: Огородный; Дом: дом 9 А строение 1; Офис: офис 302; ";7709478696;49,060708;55,807461;дом м 9 А строение 1,Огородный улица,Москва,Россия
"Страна: Российская Федерация; ОКАТО: 78401368000; Почтовый индекс: 150000; Субъект РФ: Ярославская область; Город: Ярославль; Улица: Свободы; Дом: 10А; Офис: помещение 18; ";7604334545;49,060708;55,807461;дом 10А,Свободы улица,Ярославль,Россия
"Страна: Российская Федерация; ОКАТО: 29415000000; Почтовый индекс: 249030; Субъект РФ: Калужская; Город: Обнинск; Улица: пр-т Маркса; Дом: д. 63; Офис: кв.197; ";4,02507E+11;49,060708;55,807461;дом 63,пр-т Маркса улица,Обнинск,Россия
"Страна: Российская Федерация; ОКАТО: 92420000000; Почтовый индекс: 422545; Субъект РФ: Татарстан; Город: Зеленодольск г; Улица: ул. Б. Урманче; Дом: д 10; Офис: кв 97; ";1,64806E+11;49,060708;55,807461;дом 10,ул. Б. Урманче улица,Зеленодольск г,Россия
"Страна: Российская Федерация; ОКАТО: 00000; Почтовый индекс: 143905; Субъект РФ: субъкт РФ; Город: г. Балашиха; Улица: мкр. Гагарина; Дом: 11; Офис: 72; ";5,00105E+11;49,060708;55,807461;дом 11,мкр. Гагарина улица,г. Балашиха,Россия
"Страна: Российская Федерация; ОКАТО: 52401364000; Почтовый индекс: 644092; Субъект РФ: Омская область; Город: город Омск; Улица: улица Перелета; Дом: 4; Офис: 56; ";5,50723E+11;49,060708;55,807461;дом 4,улица Перелета улица,город Омск,Россия
