"ContractID";"Type";"Status";"Law";"StartPrice";"ContractHyperlink";"NameCustomer";"customerHyperlink";"PostedDate";"UpdatedDate";"PlatformName";"ObjectName";"restr_emergency";"restr_antimonopolyDecisionTaken1";"restr_antimonopolyDecisionTaken";"restr_notDishonest";"region"
"'0124200000619002730'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";55606770;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002929";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"19.06.2019";"08.07.2019";"АО «ЕЭТП»";"26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.16.110-00000002: Клавиатура; 26.20.16.170-00000002: Мышь компьютерная; 26.20.40.110: Устройства и блоки питания вычислительных машин; 26.20.21.110: Устройства запоминающие внутренние; 26.20.21.120: Устройства запоминающие внешние; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки;                             26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин п...                                    $";NA;NA;NA;NA;"Архангельская область"
"'0124200000619002804'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";43345,39;"http://zakupki.gov.ru/epz/order/notice/zk504/view/common-info.html?regNumber=0324200033119000006";"МИНИСТЕРСТВО ПРИРОДНЫХ РЕСУРСОВ И ЛЕСОПРОМЫШЛЕННОГО КОМПЛЕКСА АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=676633";"25.06.2019";"08.07.2019";"АО «ЕЭТП»";"Поставка компьютеров и периферийных устройств";NA;NA;NA;NA;"Архангельская область"
"'0124200000619002872'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";469617;"http://zakupki.gov.ru/epz/order/notice/zk504/view/common-info.html?regNumber=0324100010419000070";"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ СЕВЕРО-ДВИНСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=612960";"27.06.2019";"08.07.2019";"АО «ЕЭТП»";"Поставка офисной техники";NA;NA;NA;NA;"Архангельская область"
"'0124300001419000029'";"Запрос котировок в электронной форме";"Процедура завершена ";"44-ФЗ";57049;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002730";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"11.06.2019";"04.07.2019";"АО «ЕЭТП»";"26.20.22.000: Устройства запоминающие полупроводниковые, сохраняющие информацию при выключении питания; 26.20.18.000-00000064: Многофункциональное устройство (МФУ); 26.20.16.190: Устройства ввода/вывода данных прочие; 26.20.16.160: Устройства ввода сенсорные; 26.20.16.160: Устройства ввода сенсорные; 26.20.16.120: Принтеры; 26.20.14.000: Машины вычислительные электронные цифровые, поставляемые в виде систем для автоматической обработки данных; 26.20.11.110-00000143: Ноутбук; 26.20.11.110-00000141: Ноутбук; 26.20.11.110-00000141: Ноутбук;                             26.20.22.000: Устройства запоминающие полупроводниковые, сохраняющие информацию при выключении питания; 26.20.18.000-00000064: Многофункциональное устройство (МФУ); 26.20.16.190: Устройства ввода/вывода данных прочие; 26.20.16.160: Устройства ввода сенсорные; 26.20.16.160: Устройства ввода сенсорны...                                    $";NA;NA;NA;NA;"Архангельская область"
"'0124300020519000012'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";195000;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002927";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"18.06.2019";"04.07.2019";"АО «ЕЭТП»";"26.20.16.110-00000002: Клавиатура; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 26.20.40.110: Устройства и блоки питания вычислительных машин; 26.20.16.170-00000002: Мышь компьютерная;                             26.20.16.110-00000002: Клавиатура; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 26.20.40.110: Устро...                                    $";NA;NA;NA;NA;"Архангельская область"
"'0124300021019000283'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";60000;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0324100019019000028";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АРКТИЧЕСКАЯ ДИРЕКЦИЯ ПО ТЕХНИЧЕСКОМУ ОБЕСПЕЧЕНИЮ НАДЗОРА НА МОРЕ""";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2023759";"24.06.2019";"03.07.2019";"АО «ЕЭТП»";"26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода;";NA;NA;NA;NA;"Архангельская область"
"'0124400000119000089'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";288000;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002578";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"31.05.2019";"03.07.2019";"АО «ЕЭТП»";"26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 58.29.21.000-00000004: Пакет офисных программ; 58.29.11.000-00000002: Операционная система; 26.20.17.110-00000008: Монитор, подключаемый к компьютеру; 26.20.16.170-00000002: Мышь компьютерная; 26.20.16.110-00000002: Клавиатура; 26.20.11.110-00000129: Ноутбук; 26.20.21.120: Устройства запоминающие внешние; 26.20.18.000: Устройства периферийные с двумя или более функциями: печать данных, копирование, сканирование, прием и передача факсимильных сообщений; 26.20.17.120: Проекторы, подключаемые к компьютеру;                             26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 58.29.21.000-00000004: Пакет офисных программ; 58.29.1...                                    $";NA;NA;NA;NA;"Архангельская область"
"'0124400000519000047'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";82320,06;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002856";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"17.06.2019";"03.07.2019";"АО «ЕЭТП»";"26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки;";NA;NA;NA;NA;"Архангельская область"
"'0124400000519000048'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";29931,24;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002872";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"17.06.2019";"03.07.2019";"АО «ЕЭТП»";"26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.16.110-00000002: Клавиатура; 26.20.16.170-00000002: Мышь компьютерная; 26.20.40.110: Устройства и блоки питания вычислительных машин; 26.20.21.110: Устройства запоминающие внутренние; 26.20.21.120: Устройства запоминающие внешние; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки;                             26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин п...                                    $";NA;NA;NA;NA;"Архангельская область"
"'0124400000519000049'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";39638,91;"http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31907979674";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРНЫЙ РЕЙД""";"http://zakupki.gov.ruhttp://zakupki.gov.ru/223/ppa/public/organization/organization.html?epz=true&style44=false&agencyId=2698";"11.06.2019";"02.07.2019";"АО «ЕЭТП»";"Поставка полупроводниковых элементов";FALSE;NA;NA;FALSE;"Архангельская область"
"'0324100001619000029'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";23137,79;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002879";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"17.06.2019";"02.07.2019";"АО «ЕЭТП»";"26.20.18.000-00000065: Многофункциональное устройство (МФУ); 26.20.15.000-00000202: Компьютер персональный настольный (моноблок); 26.30.11.110-00000023: Коммутатор; 26.30.11.110-00000017: Коммутатор;";NA;NA;NA;NA;"Архангельская область"
"'0324100005019000044'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";98400;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124300020519000012";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""НЯНДОМСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=746209";"17.06.2019";"02.07.2019";"АО «ЕЭТП»";"26.20.11.110-00000096: Ноутбук; 26.20.40.120: Элементы замены типовые устройств ввода и вывода; 26.20.17.110-00000004: Монитор, подключаемый к компьютеру; 26.20.18.000-00000065: Многофункциональное устройство (МФУ); 26.20.15.000-00000029: Системный блок; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.18.000-00000063: Многофункциональное устройство (МФУ);                             26.20.11.110-00000096: Ноутбук; 26.20.40.120: Элементы замены типовые устройств ввода и вывода; 26.20.17.110-00000004: Монитор, подключаемый к компьютеру; 26.20.18.000-00000065: Многофункциональное устройство (МФУ); 26.20.15.000-00000029: Системный блок; 26.20.40.190: Комплектующие и запасные части...                                    $";NA;NA;NA;NA;"Архангельская область"
"'0324100013219000045'";"Запрос котировок в электронной форме";"Процедура завершена ";"44-ФЗ";104000;"http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31907964049";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРНЫЙ РЕЙД""";"http://zakupki.gov.ruhttp://zakupki.gov.ru/223/ppa/public/organization/organization.html?epz=true&style44=false&agencyId=2698";"06.06.2019";"01.07.2019";"АО «ЕЭТП»";"Поставка электрорадиоизделий иностранного производства";FALSE;NA;NA;FALSE;"Архангельская область"
"'0324100013219000046'";"Запрос котировок в электронной форме";"Процедура завершена ";"44-ФЗ";82500;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002610";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"04.06.2019";"28.06.2019";"АО «ЕЭТП»";"26.20.15.000-00000026: Системный блок; 58.29.21.000-00000004: Пакет офисных программ; 58.29.11.000-00000002: Операционная система;";NA;NA;NA;NA;"Архангельская область"
"'0324100019019000028'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";252124,83;"http://zakupki.gov.ru/epz/order/notice/zk504/view/common-info.html?regNumber=0324300007319000024";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""САВИНСКОЕ""";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=643015";"31.05.2019";"28.06.2019";"АО «ЕЭТП»";"Приобретение   комплектующих  к оргтехнике для  нужд администрации  МО ""Савинское""";NA;NA;NA;NA;"Архангельская область"
"'0324200033119000006'";"Запрос котировок в электронной форме";"Процедура завершена ";"44-ФЗ";247321,69;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0324300098819000126";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""МИРНЫЙ""";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=768208";"11.06.2019";"28.06.2019";"АО «ЕЭТП»";"26.20.18.000-00000064: Многофункциональное устройство (МФУ); 26.20.16.120-00000003: Принтер; 26.20.15.000-00000028: Системный блок; 26.20.16.120-00000002: Принтер; 26.20.18.000-00000064: Многофункциональное устройство (МФУ); 26.20.17.110-00000011: Монитор, подключаемый к компьютеру;";NA;NA;NA;NA;"Архангельская область"
"'0324300007319000024'";"Запрос котировок в электронной форме";"Процедура завершена ";"44-ФЗ";47000;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002693";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"10.06.2019";"27.06.2019";"АО «ЕЭТП»";"26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 26.20.16.110-00000002: Клавиатура; 26.20.16.170-00000002: Мышь компьютерная; 26.20.17.110-00000013: Монитор, подключаемый к компьютеру; 26.20.18.000-00000065: Многофункциональное устройство (МФУ); 26.20.40.110: Устройства и блоки питания вычислительных машин; 58.29.11.000-00000002: Операционная система;                             26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 26.20.16.110-00000002: Клавиатура; 26.20.16.170-000000...                                    $";NA;NA;NA;NA;"Архангельская область"
"'0324300098819000126'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";195700;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002668";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"05.06.2019";"26.06.2019";"АО «ЕЭТП»";"26.60.12.129: Приборы и аппараты для функциональной диагностики прочие, применяемые в медицинских целях, не включенные в другие группировки;";NA;NA;NA;NA;"Архангельская область"
"'31907900993'";"Конкурентный отбор в электронной форме";"Процедура завершена ";"223-ФЗ";968162;"http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31907998141";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ПЕРВАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМ. Е.Е. ВОЛОСЕВИЧ""";"http://zakupki.gov.ruhttp://zakupki.gov.ru/223/ppa/public/organization/organization.html?epz=true&style44=false&agencyId=71979";"17.06.2019";"26.06.2019";"АО «ЕЭТП»";"Поставка компьютерного оборудования";FALSE;NA;NA;FALSE;"Архангельская область"
"'31907949508'";"запрос котировок в электронной форме";"Процедура завершена ";"223-ФЗ";468750;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002555";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"30.05.2019";"22.06.2019";"АО «ЕЭТП»";"26.20.17.110: Мониторы, подключаемые к компьютеру; 26.20.18.000-00000055: Многофункциональное устройство (МФУ); 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 26.20.18.000-00000057: Многофункциональное устройство (МФУ);                             26.20.17.110: Мониторы, подключаемые к компьютеру; 26.20.18.000-00000055: Многофункциональное устройство (МФУ); 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запо...                                    $";NA;NA;NA;NA;"Архангельская область"
"'31907961009'";"Запрос предложений с ограниченным перечнем участников";"Процедура завершена ";"223-ФЗ";6320722;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124300016719000022";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ОБОЗЕРСКОЕ""";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=726878";"04.06.2019";"21.06.2019";"АО «ЕЭТП»";"26.20.40.110-00000010: Источник бесперебойного питания; 26.20.40.110-00000009: Источник бесперебойного питания;";NA;NA;NA;NA;"Архангельская область"
"'31907964049'";"Запрос котировок в электронном виде";"Процедура завершена ";"223-ФЗ";180000;"http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31907932902";"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ИНФОРМАЦИОННО-КОММУНИКАЦИОННЫХ ТЕХНОЛОГИЙ АРХАНГЕЛЬСКОЙ ОБЛАСТИ""";"http://zakupki.gov.ruhttp://zakupki.gov.ru/223/ppa/public/organization/organization.html?epz=true&style44=false&agencyId=9260";"30.05.2019";"20.06.2019";"АО «ЕЭТП»";"Поставка серверного оборудования";FALSE;NA;NA;FALSE;"Архангельская область"
"'31907979674'";"Запрос котировок в электронном виде";"Процедура завершена ";"223-ФЗ";160000;"http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31907941744";"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ИНФОРМАЦИОННО-КОММУНИКАЦИОННЫХ ТЕХНОЛОГИЙ АРХАНГЕЛЬСКОЙ ОБЛАСТИ""";"http://zakupki.gov.ruhttp://zakupki.gov.ru/223/ppa/public/organization/organization.html?epz=true&style44=false&agencyId=9260";"31.05.2019";"20.06.2019";"АО «ЕЭТП»";"Поставка серверного оборудования";FALSE;NA;NA;FALSE;"Архангельская область"
"'31907990803'";"Запрос котировок в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства";"Процедура завершена ";"223-ФЗ";656000;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002455";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"29.05.2019";"18.06.2019";"АО «ЕЭТП»";"26.60.12.129: Приборы и аппараты для функциональной диагностики прочие, применяемые в медицинских целях, не включенные в другие группировки;";NA;NA;NA;NA;"Архангельская область"
"'31907990892'";"Аукцион в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства";"Процедура завершена ";"223-ФЗ";240530;"http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31907927655";"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""АРХАНГЕЛЬСКИЙ КЛИНИЧЕСКИЙ КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР""";"http://zakupki.gov.ruhttp://zakupki.gov.ru/223/ppa/public/organization/organization.html?epz=true&style44=false&agencyId=72907";"29.05.2019";"17.06.2019";"АО «ЕЭТП»";"Поставка оргтехники.";FALSE;FALSE;FALSE;FALSE;"Архангельская область"
"'31908030181'";"Открытый запрос котировок в электронной форме";"Процедура завершена ";"223-ФЗ";597733,35;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002242";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"23.05.2019";"15.06.2019";"АО «ЕЭТП»";"26.20.40.110: Устройства и блоки питания вычислительных машин; 26.20.30.000: Устройства автоматической обработки данных прочие; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 26.20.17.120: Проекторы, подключаемые к компьютеру; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода;                             26.20.40.110: Устройства и блоки питания вычислительных машин; 26.20.30.000: Устройства автоматической обработки данных прочие; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обрабо...                                    $";NA;NA;NA;NA;"Архангельская область"
"'31908084477'";"закупка у единственного поставщика";"Процедура завершена ";"223-ФЗ";5e+05;"http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31907949508";"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПАТРИОТИЧЕСКОГО ВОСПИТАНИЯ И ПОДГОТОВКИ ГРАЖДАН (МОЛОДЕЖИ) К ВОЕННОЙ СЛУЖБЕ""";"http://zakupki.gov.ruhttp://zakupki.gov.ru/223/ppa/public/organization/organization.html?epz=true&style44=false&agencyId=107203";"03.06.2019";"14.06.2019";"АО «ЕЭТП»";"Поставка и монтаж технического оборудования для спортивного зала";FALSE;NA;NA;FALSE;"Архангельская область"
"'0124100005019000078'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";191700;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002335";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"24.05.2019";"14.06.2019";"АО «ЕЭТП»";"26.20.16.110-00000002: Клавиатура; 26.20.16.170-00000002: Мышь компьютерная; 26.20.17.110-00000013: Монитор, подключаемый к компьютеру; 26.20.18.000-00000064: Многофункциональное устройство (МФУ); 26.20.15.000-00000028: Системный блок;";NA;NA;NA;NA;"Архангельская область"
"'0124200000619001758'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";1280660;"http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31907938754";"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""АРХАНГЕЛЬСКИЙ РЕГИОНАЛЬНЫЙ МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ""";"http://zakupki.gov.ruhttp://zakupki.gov.ru/223/ppa/public/organization/organization.html?epz=true&style44=false&agencyId=47097";"31.05.2019";"11.06.2019";"АО «ЕЭТП»";"Поставка оргтехники и расходных материалов для нужд отделений ГАУ АО «МФЦ».";FALSE;NA;NA;FALSE;"Архангельская область"
"'0124200000619001869'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";1480700;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124100005019000078";"ПРОКУРАТУРА АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=612056";"29.05.2019";"11.06.2019";"АО «ЕЭТП»";"26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки;                             26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин п...                                    $";NA;NA;NA;NA;"Архангельская область"
"'0124200000619001920'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";236326,17;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619001922";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"07.05.2019";"11.06.2019";"АО «ЕЭТП»";"26.60.12.129: Приборы и аппараты для функциональной диагностики прочие, применяемые в медицинских целях, не включенные в другие группировки;";NA;NA;NA;NA;"Архангельская область"
"'0124200000619001922'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";321000;"http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31907910311";"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ИНФОРМАЦИОННО-КОММУНИКАЦИОННЫХ ТЕХНОЛОГИЙ АРХАНГЕЛЬСКОЙ ОБЛАСТИ""";"http://zakupki.gov.ruhttp://zakupki.gov.ru/223/ppa/public/organization/organization.html?epz=true&style44=false&agencyId=9260";"24.05.2019";"10.06.2019";"АО «ЕЭТП»";"Поставка сетевого оборудования";FALSE;NA;NA;FALSE;"Архангельская область"
